   1.7820000e+03	   4.1095000e+04	   1.0331000e+04	   1.0115000e+05	   1.0980000e+04	   1.0259100e+05	   4.2638000e+04	   3.6249000e+04	   1.4247000e+04	   1.5510000e+03	   1.3451200e+05	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	
   3.8566655e+04	   2.3459077e+05	   7.7844596e+04	   0.0000000e+00	   3.9711000e-04	   1.1082799e-04	   0.0000000e+00	   0.0000000e+00	   9.6164001e-05	   3.2474000e-05	   1.4612398e+05	   0.0000000e+00	   5.2000000e-04	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   5.0000000e-11	   0.0000000e+00	   8.9210500e-05	   0.0000000e+00	   0.0000000e+00	   4.0000014e-05	   0.0000000e+00	   0.0000000e+00	   5.4099655e-07	   0.0000000e+00	   0.0000000e+00	   9.0426001e-04	   0.0000000e+00	   3.2757501e-04	   2.2649599e-04	   0.0000000e+00	   2.7525950e-05	
   7.2046655e+04	   4.2832814e+05	   1.4723938e+05	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   1.5891783e+05	   0.0000000e+00	   5.1000000e-04	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   5.0000004e-11	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   1.5699999e-04	   2.4900000e-04	   9.9999976e-05	   2.1999999e-04	   0.0000000e+00	   4.2719999e-05	   0.0000000e+00	   1.1422600e-03	   0.0000000e+00	   0.0000000e+00	   6.9409599e-04	   0.0000000e+00	   5.7525950e-05	
   1.0595472e+05	   6.2093548e+05	   2.1935086e+05	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   1.6969694e+05	   0.0000000e+00	   9.8000000e-04	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   5.0000004e-11	   0.0000000e+00	   0.0000000e+00	   1.5000000e-04	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   3.2325900e-04	   0.0000000e+00	   2.6490899e-04	   0.0000000e+00	   1.8122600e-03	   0.0000000e+00	   0.0000000e+00	   1.2240960e-03	   0.0000000e+00	   1.0726595e-04	
   1.4001026e+05	   8.1409848e+05	   2.8886513e+05	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   1.8237013e+05	   5.0000000e-10	   8.4447200e-04	   0.0000000e+00	   1.0000000e-09	   0.0000000e+00	   5.0000004e-11	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   7.2180000e-04	   8.9552800e-04	   0.0000000e+00	   3.9594200e-04	   7.7918000e-04	   2.9572898e-04	   3.4682100e-03	   2.4922600e-03	   0.0000000e+00	   2.5000000e-04	   1.2605560e-03	   6.0000002e-05	   6.4265950e-05	
   1.4001026e+05	   8.1409848e+05	   2.8886513e+05	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   1.8237013e+05	   5.0000000e-10	   8.4447200e-04	   0.0000000e+00	   1.0000000e-09	   0.0000000e+00	   5.0000004e-11	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   7.2180000e-04	   8.9552800e-04	   0.0000000e+00	   3.9594200e-04	   7.7918000e-04	   2.9572898e-04	   3.4682100e-03	   2.4922600e-03	   0.0000000e+00	   2.5000000e-04	   1.2605560e-03	   6.0000002e-05	   6.4265950e-05	
   1.4001026e+05	   8.1409848e+05	   2.8886513e+05	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   1.8237013e+05	   5.0000000e-10	   8.4447200e-04	   0.0000000e+00	   1.0000000e-09	   0.0000000e+00	   5.0000004e-11	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   7.2180000e-04	   8.9552800e-04	   0.0000000e+00	   3.9594200e-04	   7.7918000e-04	   2.9572898e-04	   3.4682100e-03	   2.4922600e-03	   0.0000000e+00	   2.5000000e-04	   1.2605560e-03	   6.0000002e-05	   6.4265950e-05	
   1.4001026e+05	   8.1409848e+05	   2.8886513e+05	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   1.8237013e+05	   5.0000000e-10	   8.4447200e-04	   0.0000000e+00	   1.0000000e-09	   0.0000000e+00	   5.0000004e-11	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   7.2180000e-04	   8.9552800e-04	   0.0000000e+00	   3.9594200e-04	   7.7918000e-04	   2.9572898e-04	   3.4682100e-03	   2.4922600e-03	   0.0000000e+00	   2.5000000e-04	   1.2605560e-03	   6.0000002e-05	   6.4265950e-05	
   1.4001026e+05	   8.1409848e+05	   2.8886513e+05	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   1.8237013e+05	   5.0000000e-10	   8.4447200e-04	   0.0000000e+00	   1.0000000e-09	   0.0000000e+00	   5.0000004e-11	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   7.2180000e-04	   8.9552800e-04	   0.0000000e+00	   3.9594200e-04	   7.7918000e-04	   2.9572898e-04	   3.4682100e-03	   2.4922600e-03	   0.0000000e+00	   2.5000000e-04	   1.2605560e-03	   6.0000002e-05	   6.4265950e-05	
   1.4001026e+05	   8.1409848e+05	   2.8886513e+05	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   1.8237013e+05	   5.0000000e-10	   8.4447200e-04	   0.0000000e+00	   1.0000000e-09	   0.0000000e+00	   5.0000004e-11	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   7.2180000e-04	   8.9552800e-04	   0.0000000e+00	   3.9594200e-04	   7.7918000e-04	   2.9572898e-04	   3.4682100e-03	   2.4922600e-03	   0.0000000e+00	   2.5000000e-04	   1.2605560e-03	   6.0000002e-05	   6.4265950e-05	
   1.4001026e+05	   8.1409848e+05	   2.8886513e+05	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   1.8237013e+05	   5.0000000e-10	   8.4447200e-04	   0.0000000e+00	   1.0000000e-09	   0.0000000e+00	   5.0000004e-11	   0.0000000e+00	   0.0000000e+00	   0.0000000e+00	   7.2180000e-04	   8.9552800e-04	   0.0000000e+00	   3.9594200e-04	   7.7918000e-04	   2.9572898e-04	   3.4682100e-03	   2.4922600e-03	   0.0000000e+00	   2.5000000e-04	   1.2605560e-03	   6.0000002e-05	   6.4265950e-05	
