   2.0000064e+00   3.6871791e-04   0.0000000e+00   9.7506560e-04   4.1069599e+03   5.8946041e-05   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   4.1069599e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   4.3692355e+02   2.6447831e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   2.5438078e+03   2.0000154e+00   6.6495419e+03   0.0000000e+00   0.0000000e+00   4.2910153e-05   0.0000000e+00   3.9798683e-05   6.6495419e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   5.5009392e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   6.6495418e+03   6.6495419e+03   6.6495419e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.5872207e-05   6.6495418e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   1.4147168e-04   1.9999050e+00   1.9744713e-04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.0000039e+00   7.6928710e-04   0.0000000e+00   4.7185988e-04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.0000550e+00   1.9999595e+00   0.0000000e+00   2.5765614e-04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.0000159e+00   3.7617165e-04   0.0000000e+00
   9.1947085e+02   0.0000000e+00   5.0252392e+03   1.9999030e+00   5.0252131e+03   1.0499724e-04   0.0000000e+00   0.0000000e+00   0.0000000e+00   3.8170626e+03   4.2824411e-05   3.0083325e+03   0.0000000e+00   0.0000000e+00   5.0252431e+03   2.3019137e+03   0.0000000e+00   0.0000000e+00   5.4282203e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.0356573e+03   0.0000000e+00   0.0000000e+00   2.8339470e+03   0.0000000e+00   0.0000000e+00   3.0060549e+03   0.0000000e+00   4.4759236e+03   2.6102710e+03   0.0000000e+00
   2.2820721e-04   0.0000000e+00   0.0000000e+00   1.9296196e-04   2.0000095e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.9999723e+00   7.6928758e-04   0.0000000e+00   0.0000000e+00   2.0000601e+00   0.0000000e+00   2.0000092e+00   3.5253090e-04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.9999259e+00   0.0000000e+00   6.3429822e-04   6.5218393e-04   0.0000000e+00   0.0000000e+00   0.0000000e+00   3.0384808e-04   1.5580145e-06   0.0000000e+00   3.7617203e-04   1.6050553e-04
   1.9117497e+04   1.5759613e+04   0.0000000e+00   1.8201203e+04   0.0000000e+00   1.9999773e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.6545906e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.9892051e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.0000035e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   5.4395151e-04   0.0000000e+00
   0.0000000e+00   1.7815399e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.9999898e+00   0.0000000e+00   0.0000000e+00   1.1506093e-04   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.5026994e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.5028021e+04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   8.4952274e-05   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.8935428e+04
   0.0000000e+00   1.4147142e-04   2.0000166e+00   0.0000000e+00   2.0000043e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.9999779e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   3.5253223e-04   0.0000000e+00   0.0000000e+00   2.0000197e+00   1.9999731e+00   2.0000130e+00   0.0000000e+00   0.0000000e+00   6.3429807e-04   6.5218416e-04   3.5835975e-04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   3.7617247e-04   1.6050572e-04
   0.0000000e+00   0.0000000e+00   1.2077729e+03   2.5279645e-04   1.2077728e+03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   2.0000005e+00   0.0000000e+00   1.1419299e-03   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   5.0051736e-04   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
